path,ref,hyp,label,wer_percentage
31672321,এই অতিরিক্ত উষ্ণ আবহাওয়ার কারণে প্রায়শই প্রাণহানির ঘটনা ঘটে থাকে।,এই অতিরিক্ত উষ্ণ আবার কারণে প্রায়শই প্রাণহানির ঘটনা ঘটে থাকে।,"['C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C']",10
31510438,তিনি সারাজীবন মানুষের কল্যাণে নিজের অর্থ সম্পত্তি দান করে গেছেন।,"তিনি সারাজীবন মানুষের কল্যাণে নিজের অর্থ, সম্পত্তি দান করে গেছেন।","['C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']",10
31027200,নাগেশ্বর মন্দির ভুবনেশ্বরের গ্রামে আবাসিক বা কৃষি এলাকার মাঝখানে অবস্থিত।,নাগেশ্বর মন্দির ভূবনেরশরের গ্রামে আবাসিক বা কৃষি এলাকার মাঝখানে অবস্থিত।,"['C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",10
31559920,তিনি অবশ্যই আরো অনেক সন্তানকে লুকিয়ে রাখার ইচ্ছা ত্যাগ করেছিলেন।,তিনি অবশই আরো অনেক সন্তানকে লুকিয়ে রাখার ইচ্ছা ত্যাগ করেছিলেন।,"['C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",10
31559198,তার বাবার নাম হীরালাল মুখোপাধ্যায় এবং মায়ের নাম মহামায়া মুখোপাধ্যায়।,তার বাবার নাম হীরালাল মুখোপাধ্যায় এবং মার নাম মহামায়া মুখোপাধ্যায়।,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C']",10
31558449,প্রতি চার বছর অন্তর এ প্রতিযোগিতা রাগবি বিশ্বকাপ নামে পরিচিত।,প্রতি চার বছর অন্তর এই প্রতিযোগিতা রাগবি বিশ্বকাপ নামে পরিচিত।,"['C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C']",10
31558411,তিনি মার্কিন পত্রিকা ওয়াল স্ট্রিট জার্নাল-এ কর্মরত থাকাকালীন পাকিস্তানের করাচিতে এক প্রতিবেদন লিখতে গিয়ে আল কায়েদা সন্ত্রাসীদের দ্বারা অপহৃত হন।,তিনি মার্কিন পত্রিকা ওয়াল স্টেট জার্নাল কর্মরত থাকাকালীন পাকিস্তানের করাচিতে এক প্রতিবেদন লিখতে গিয়ে আল কায়েদা সন্ত্রাসীদের দ্বারা অপহৃত হন।,"['C', 'C', 'C', 'C', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",10
31614909,যদিও তারা এলাহাবাদ ব্যাংককে একটি পৃথক ব্যাংক হিসেবেই চালাতে থাকে।,যদিও তারা এলাহাবাদ ব্যাংকে একটি পৃথক ব্যাংক হিসেবেই চালাতে থাকে।,"['C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C']",10
31510958,কোন দিনে উচ্চ লোহিত সরণের কি পরিমাণ অতিনবতারা বিস্ফোরণ পর্যবেক্ষণ করা সম্ভব তার বেশ ভাল ভবিষ্যদ্বাণী করতে সক্ষম হন তারা।,"কোন দিনে উচ্চ লোহিত সরণের কি পরিমাণ অতিনবতারা বিস্ফোরণ পর্যবেক্ষণ করা সম্ভব, তার বেশ ভাল বিষোদ্দানি করতে সক্ষম হন তারা।","['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']",10
31558275,খ্রিস্টীয় চতুর্থ থেকে নবম শতাদ্বী পর্যন্ত তাঁদের রাজধানী ছিল কাঞ্চীপুরম।,খৃষ্টীয় চতুর্থ থেকে নবম শতাদ্বী পর্যন্ত তাঁদের রাজধানী ছিল কাঞ্চীপুরম।,"['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",10
31565539,তারা যে যেভাবে পারল পজিশন নিয়ে পাল্টা আক্রমণ শুরু করল।,তারা যে যেভাবে পারল পজিশন নিয়ে পাল্টা আক্রমণ শুরু করে।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S']",10
31633344,তাঁর বাবার নাম জানকীনাথ বসু ও মায়ের নাম প্রভাবতী দেবী।,তার বাবার নাম জানকীনাথ বসু ও মায়ের নাম প্রভাবতী দেবী।,"['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",10
31681364,ঐ সময়ে তিনিই নিউজিল্যান্ডের সর্বকনিষ্ঠ টেস্ট খেলোয়াড়ের মর্যাদা লাভ করেন।,ঐ সময়ে তিনিই নিউজিল্যান্ডের সর্বকনিষ্ঠ টেস্ট খেলোয়াড়ের মর্যাদার লাভ করেন।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C']",10
31024534,সেখানে সফরকারী দলটি নিউজিল্যান্ডের ইতিহাসের প্রথম টেস্ট সিরিজে অংশ নেয়।,"সেখানে, সফরকারী দলটি নিউজিল্যান্ডের ইতিহাসের প্রথম টেস্ট সিরিজে অংশ নেয়।","['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",10
31022193,ফ্লোরিডায় যে কোন মার্কিন যুক্তরাষ্ট্রের রাজ্যের থেকে সর্বনিম্ন স্থান রয়েছে।,"ফ্লোরিডায়, যে কোন মার্কিন যুক্তরাষ্ট্রের রাজ্যের থেকে সর্বনিম্ন স্থান রয়েছে।","['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",10
31023449,কারণ এর উত্তর পূর্ব কূল বরাবর গ্রীনল্যান্ড জাতীয় পার্ক অন্তর্ভুক্ত।,"কারণ, এর উত্তর পূর্ব কূল বরাবর গ্রীনল্যান্ড জাতীয় পার্ক অন্তর্ভুক্ত।","['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",10
31568144,"এখনও অনেকটা সাভানা-র মত, তবে ঘাসের পরিমাণও বেশ কমে গেছে।","এখনও অনেকটা সাভানার মত, তবে ঘাসের পরিমাণও বেশ কমে গেছে।","['C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",10
31608936,যিনি থার্ড থিয়েটার নামক ভিন্ন ধারার নাটকের প্রবক্তা হিসেবে পরিচিত।,যিনি তার থিয়েটার নামক ভিন্ন ধারার নাটকের প্রবক্তা হিসেবে পরিচিত।,"['C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",10
31025507,দায়িত্ব পালন করেন মন্ত্রীর মর্যাদায় মাগুরা জেলা পরিষদের চেয়ারম্যান হিসেবে।,"দায়িত্ব পালন করেন মন্ত্রীর মর্যাদায়, মাগুরা জেলা পরিষদের চেয়ারম্যান হিসেবে।","['C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C']",10
31636133,"প্রাথমিকভাবে, তিনি তার মাকে তার নতুন পেশা সম্পর্কে অবগত করেন নি।",প্রাথমিকভাবে তিনি তার মাকে তার নতুন পেশা সম্পর্কে অবগত করেন নি।,"['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31651164,তিনি নবাব আলীবর্দী খানের অধীনে উড়িষ্যার প্রাদেশিক শাসনকর্তা পদে অধিষ্ঠিত হয়েছিলেন।,তিনি নবাব আলীবর্দী খানের অধীনে ড়িশ্বার প্রাদেশিক শাসনকর্তা পদে অধিষ্ঠিত হয়েছিলেন।,"['C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C']",9
31510042,প্রথমদিকে যদিও এখানে ব্রিটিশ সরকারের মাধ্যমে এখানে ইংরেজি মাধ্যমে পড়ালেখা হতো।,প্রথমদিকে যদিও এখানে ব্রিটিশ সরকারের মাধ্যমে এখন ইংরেজি মাধ্যমে পড়ালেখা হতো।,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']",9
31521498,কামরুজ্জামান বিভিন্ন দেশী-বিদেশী সংস্থার অর্থায়নে পরিচালিত একাধিক গবেষণা প্রকল্প সম্পন্ন করেছেন।,কামরুজ্জামান বিভিন্ন দেশীবিদেশী সংস্থার অর্থায়নে পরিচালিত একাধিক গবেষণা প্রকল্প সম্পন্ন করেছেন।,"['C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31527627,তিনি সিরিয় বাবা-মার ঘরে লন্ডনে জন্মগ্রহণ করেন এবং সেখানেই বেড়ে উঠেছেন।,তিনি সিরিয় বাবামার ঘরে লন্ডনে জন্মগ্রহণ করেন এবং সেখানেই বেড়ে উঠেছেন।,"['C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31667083,আন্তর্জাতিক নারী দিবসে পশ্চিমবঙ্গ মহিলা কমিশন কর্তৃক তাকে সম্মানিত করা হয়েছে।,আন্তর্জাতিক নারী দিবসে পশ্চিমবঙ্গ মহিলা কমিশন করতে তাকে সম্মানিত করা হয়েছে।,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']",9
31637693,বর্তমানে তিনি ত্রিপুরা বিধানসভায় বিরোধী দলের নেতা হিসাবে দায়িত্ব পালন করছেন।,বর্তমানে তিনি ত্রিপুরা বিধানসভায় বিরোধী দলের নেতা হিসেবে দায়িত্ব পালন করছেন।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C']",9
30993618,এখানে গ্রীক শদ্ব ডেকা দ্বারা যৌগে দশ কার্বনের উপস্থিতি বোঝানো হয়েছে।,এখানে গ্রীক শদ্ব ডেক দ্বারা যৌগে দশ কার্বনের উপস্থিতি বোঝানো হয়েছে।,"['C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31638459,অ্যামনেস্টি ইন্টারন্যাশনালের সদস্য হিসেবে তিনি প্রায়ই লন্ডন থেকে কাবুল যাতায়াত করেন।,অ্যামনেস্টি ইন্টারন্যাশনালের সদস্য হিসেবে তিনি প্রায় লন্ডন থেকে কাবুল যাতায়াত করেন।,"['C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C']",9
31695347,"এছাড়াও, গ্রীষ্মকালীন অলিম্পিকে ফিনল্যান্ডের সেরা সাফল্য হচ্ছে চতুর্থ স্থান অর্জন করা।",এছাড়াও গ্রীষ্মকালীন অলিম্পিকে ফিনল্যান্ডের সেরা সাফল্য হচ্ছে চতুর্থ স্থান অর্জন করা।,"['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31638934,প্রতিবেদন অনুযায়ী আর্মেনিয়ার ইয়েরেভানে অবস্থিত নীল মসজিদটি দেশের একমাত্র সক্রীয় মসজিদ।,"প্রতিবেদন অনুযায়ী, আর্মেনিয়ার ইয়েরেভানে অবস্থিত নীল মসজিদটি দেশের একমাত্র সক্রীয় মসজিদ।","['C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31519280,যতই দিন যাচ্ছে ততই বাংলাদেশ থেকে পুঁজি পাচার ক্রমাগত বৃদ্ধি পাচ্ছে।,"যতই দিন যাচ্ছে, ততই বাংলাদেশ থেকে পুঁজি পাচার ক্রমাগত বৃদ্ধি পাচ্ছে।","['C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31682161,"ছোটবেলায় তিনি সংগীতের প্রতি গভীর অনুরাগ গড়ে তোলেন, এবং পিয়ানো শিখেন।",ছোটবেলায় তিনি সংগীতের প্রতি গভীর অনুরাগ গড়ে তোলেন এবং পিয়ানো শিখেন।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C']",9
31007946,মিসর সব বন্দরে কাতারের যানবাহন ও আকাশযান প্রবেশে নিষেধাজ্ঞা আরোপ করে।,মিশ্র সব বন্দরে কাতারের যানবাহন ও আকাশযান প্রবেশে নিষেধাজ্ঞা আরোপ করে।,"['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31512541,প্রধান কলা হলো ওই সকল কলা যারা কোন অঙ্গের জন্য নির্দিষ্ট।,"প্রধান কলা হলো ওই সকল কলা, যারা কোন অঙ্গের জন্য নির্দিষ্ট।","['C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C']",9
31529913,উক্ত চলচ্চিত্রে ঋষি কাপুর এবং দিব্যা ভারতী সহ-তারকা হিসেবে কাজ করেছিলেন।,উক্ত চলচ্চিত্রে ঋষি কাপুর এবং দিব্যা ভারতী সহতারকা হিসেবে কাজ করেছিলেন।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C']",9
31682931,বছরের বিভিন্ন সময়ে শুকতারা পত্রিকার কতকগুলি বিশেষ সংখ্যা প্রকাশিত হয়ে থাকে।,বছরের বিভিন্ন সময়ে শুকতারা পত্রিকার কতগুলি বিশেষ সংখ্যা প্রকাশিত হয়ে থাকে।,"['C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C']",9
31530706,তিনি প্রাক-ইসলামিক যুগে আরবি কবিতার অন্যতম সেরা লেখক হিসাবে বিবেচিত হন।,তিনি প্রাকইসলামিক যুগে আরবি কবিতার অন্যতম সেরা লেখক হিসাবে বিবেচিত হন।,"['C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31668500,এটি একটি সুশৃঙ্খল নিয়ম-কানুন ও পদ্ধতির মাধ্যমে পরিচালিত উন্মুক্ত শিক্ষা ব্যবস্থা।,এটি একটি সুশৃঙ্খল নিয়মকানুন ও পদ্ধতির মাধ্যমে পরিচালিত উন্মুক্ত শিক্ষা ব্যবস্থা।,"['C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
30992586,সাধারনত তিনি ওসামা বিন লাদেন বা উসামা বিন লাদেন নামে পরিচিত।,সাধারণত তিনি ওসামা বিন লাদেন বা উসামা বিন লাদেন নামে পরিচিত।,"['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31771042,নাসির উদ্দীন ইউসুফ পরিচালিত এই চলচ্চিত্রটি মূলত বাংলাদেশের মুক্তিযুদ্ধের পটভূমিতে নির্মিত।,নাসির উদ্দিন ইউসুফ পরিচালিত এই চলচ্চিত্রটি মূলত বাংলাদেশের মুক্তিযুদ্ধের পটভূমিতে নির্মিত।,"['C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31775217,এ সময়ে তিনি অস্ট্রো-হাঙ্গেরীয় সেনাবাহিনীর নিবন্ধিত হয়ে পূর্বাঞ্চলীয় ফ্রন্টে অংশ নেন।,এ সময়ে তিনি অস্ট্রোহাঙ্গেরীয় সেনাবাহিনীর নিবন্ধিত হয়ে পূর্বাঞ্চলীয় ফ্রন্টে অংশ নেন।,"['C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31685121,রিচার্ড ফ্রান্সিস বার্টনের মতে তিনি আরবদের মধ্যে সবচেয়ে সহানুভূতিশীল হিসাবে স্বীকৃত।,"রিচার্ড ফ্রান্সিস বার্টনের মতে, তিনি আরবদের মধ্যে সবচেয়ে সহানুভূতিশীল হিসাবে স্বীকৃত।","['C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
30707499,মোঘল সম্রাট জাহাঙ্গীরের শাসনামলে রাজা সীতারাম রায় এই অঞ্চলের জমিদার ছিলেন।,মুঘল সম্রাট জাহাঙ্গীরের শাসনামলে রাজা সীতারাম রায় এই অঞ্চলের জমিদার ছিলেন।,"['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
30664801,তিনি অরুণাচল প্রদেশ বিধানসভা ও অরুণাচল প্রদেশ সরকারের মন্ত্রীসভার সদস্য ছিলেন।,তিনি অরুণাচল প্রদেশ বিধানসভা ও অরুণাচল প্রো সরকারের মন্ত্রীসভার সদস্য ছিলেন।,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']",9
31634033,"এ গতি বৃত্তাকার, উপবৃত্তাকার, সরল রৈখিক বা আরো জটিল হতে পারে।","এ গতি বৃত্তাকার, উপবৃত্তাকার, সরল, রৈখিক বা আরো জটিল হতে পারে।","['C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C']",9
31669308,কুমারী মেয়েটি তাদেরকে কাছের একটি পানির উৎসে পথ দেখিয়ে নিয়ে গিয়েছিল।,কুমারী মেয়েটি তাদেরকে কাছের একটি পানির উৎসের পথ দেখিয়ে নিয়ে গিয়েছিল।,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']",9
30994071,অন্যান্যরা বিভিন্ন কোম্পানিকে ল্ব্যাকমেইল করার চেষ্টা করে ডস আক্রমণের হুমকি দিয়ে।,অন্যান্যরা বিভিন্ন কোম্পানিকে ব্যাটম্যান করার চেষ্টা করে ডস আক্রমণের হুমকি দিয়ে।,"['C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31525979,মানবাধিকার প্রতিটি মানুষের এক ধরনের অধিকার যেটা তার জন্মগত ও অবিচ্ছেদ্য।,"মানবাধিকার প্রতিটি মানুষের এক ধরনের অধিকার, যেটা তার জন্মগত ও অবিচ্ছেদ্য।","['C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C']",9
31519308,ট্রাইটনের এই বাঁধা পড়ার কার্যসাধন-পদ্ধতি নিয়ে বিভিন্ন তত্ত্বের অবতারণা করা হয়েছে।,ট্রাইটনের এই বাঁধা পড়ার কার্যসাধনপদ্ধতি নিয়ে বিভিন্ন তত্ত্বের অবতারণা করা হয়েছে।,"['C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C']",9
31706852,"তিনি সরল, অনাড়ম্বর ও একজন সাধারণ ধার্মিকের মতো জীবন অতিবাহিত করেন।","তিনি সরল, অনারম্ব ও একজন সাধারণ ধার্মিকের মতো জীবন অতিবাহিত করেন।","['C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31001564,বিভিন্ন তথ্যকে গোপন কোডের মাধ্যমে সংরক্ষণ করে গোপনীয়তা রক্ষা করা সম্ভব।,বিভিন্ন তথ্যকে গোপন কোডের মাধ্যমে সংরক্ষণ কোডে গোপনীয়তা রক্ষা করা সম্ভব।,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']",9
31680222,অপ্রয়োজনীয় মানবিক অনুভূতিকে পাশ কাটিয়ে এরা ঠান্ডা মাথায় খুন করতে পারে।,অপ্রয়োজনীয় মানবিক অনুভূতিকে পাশ কাটিয়ে এরা ঠান্ডা মধ্যে খুন করতে পারে।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C']",9
31698433,"তবে, স্বাগতিক দল ইংরেজ বোলারদের আক্রমণে সামাল দিতে আঘাতের কবলে পড়ে।",তবে স্বাগতিক দল ইংরেজ বোলারদের আক্রমণে সামাল দিতে আঘাতের কবলে পড়ে।,"['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31647371,"তবে তিনি নৃত্যকে পেশা হিসেবে নেওয়ায়, পড়াশোনা আর এগিয়ে নিয়ে যাননি।",তবে তিনি নৃত্যকে পেশা হিসেবে নেওয়ায় পড়াশোনা আর এগিয়ে নিয়ে যাননি।,"['C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C']",9
31000204,তাইওয়ানে জন্মগ্রহণকারী চাই যুক্তরাষ্ট্র হতে মাস্টার্স এবং ডক্টরেট ডিগ্রী অর্জন করেন।,তাইওয়ানে জন্মগ্রহণকারী চাই যুক্তরাষ্ট্র হতে মাস্টার্স এবং ডক্টরেট ডিগ্রি অর্জন করেন।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C']",9
30999852,স্কুলটির নাম রাজ কলেজিয়েট স্কুল এবং কলেজটির নাম বর্ধমান রাজ কলেজ।,স্কুলটির নাম রাজ কলেজের স্কুল এবং কলেজটির নাম বর্ধমান রাজ কলেজ।,"['C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31498370,কোনো প্রকার লক্ষণ না থাকলে ধারাবাহিক পর্যায়ক্রমিক পর্যবেক্ষণ-ই যথেষ্ট হতে পারে।,কোনো প্রকার লক্ষণ না থাকলে ধারাবাহিক পর্যায়ক্রমিক পর্যবেক্ষণই যথেষ্ট হতে পারে।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C']",9
31520823,তিনি ছোটদের জন্য রহস্য রোমাঞ্চ ও গোয়েন্দা গল্প লেখার জন্য বিখ্যাত।,তিনি ছোটদের জন্য রহস্য রোমাঞ্চ ও হিন্দ গল্প লেখার জন্য বিখ্যাত।,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']",9
31521613,ইরি ধান চাষের জন্য এই খাল থেকেই পানি উত্তোলন করে থাকেন।,ইরি ধান চাষের জন্য এই খাল থেকেই পানি উৎপাদন করে থাকেন।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C']",9
31514250,তিনি বাংলাদেশের ভবিষ্যতের জাতীয় কবি কাজী নজরুল ইসলামের অধীনে পড়াশোনা করেছেন।,"তিনি, বাংলাদেশের ভবিষ্যতের জাতীয় কবি কাজী নজরুল ইসলামের অধীনে পড়াশোনা করেছেন।","['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31665315,"কিন্তু তার এটা বুঝতে পারার আগেই, এটা তার পেশা হয়ে ওঠে।",কিন্তু তার এটা বুঝতে পারার আগেই এটা তার পেশা হয়ে ওঠে।,"['C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C']",9
31706267,এই হামলার নিন্দা করেছেন এবং আদিল খানের মৃত্যুতে দুঃখ প্রকাশ করেছেন।,এই হামলার নিন্দা করেছেন এবং আদিল খানের মৃত্যুতে দুক্ষ প্রকাশ করেছেন।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C']",9
31513915,ঘরোয়া প্রথম-শ্রেণীর ইংরেজ কাউন্টি ক্রিকেটে হ্যাম্পশায়ার ও ল্যাঙ্কাশায়ার দলের প্রতিনিধিত্ব করেন।,ঘরোয়া প্রথমশ্রেণীর ইংরেজ কাউন্টি ক্রিকেটে হ্যাম্পশায়ার ও ল্যাঙ্কাশায়ার দলের প্রতিনিধিত্ব করেন।,"['C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31726328,একই বছরে ও একই দলের বিরুদ্ধে প্রথম-শ্রেণীর ক্রিকেটে অভিষিক্ত হন তিনি।,একই বছরে ও একই দলের বিরুদ্ধে প্রথমশ্রেণীর ক্রিকেটে অভিষিক্ত হন তিনি।,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']",9
31521940,এঁরা জীবিত বা মাছ এবং জলজ প্রাণী খেয়ে জীবন ধারণ করে।,এরা জীবিত বা মাছ এবং জলজ প্রাণী খেয়ে জীবন ধারণ করে।,"['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31522062,এ উইকেট প্রাপ্তির সাথে তুলনান্তে অন্য যে-কারোর সাথে বেশি উইকেট পেয়েছিলেন।,এ উইকেট প্রাপ্তির সাথে তুলনান্তে অন্য যেকারোর সাথে বেশি উইকেট পেয়েছিলেন।,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']",9
31645462,"তদুপরি, নদীর ধারে জনবসতি বাড়ার ফলে পানির গুণগত মানের অবনতি হয়েছে।",তদুপরি নদীর ধারে জনবসতি বাড়ার ফলে পানির গুণগত মানের অবনতি হয়েছে।,"['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
30999220,প্রতিষ্ঠিত হওয়ার পরে তিনি প্রথম আসাম প্রদেশ কংগ্রেস কমিটির সভাপতি ছিলেন।,প্রতিষ্ঠা হওয়ার পরে তিনি প্রথম আসাম প্রদেশ কংগ্রেস কমিটির সভাপতি ছিলেন।,"['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31018561,এই সময়ে একই সাথে তিনজন ব্যক্তি নিজেকে পোপ বলে দাবী করেন।,এই সময়ে একই সাথে তিনজন ব্যক্তি নিজেকে পোপ বলে দাবি করেন।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C']",9
31508860,ইথাইল শদ্বটি ফরাসি শদ্ব ইথার এবং গ্রিক শদ্ব হাইল সমন্বয়ে গঠিত।,ইথাইল শদ্বটি ফরাসি শদ্ব ইথার এবং রিক শদ্ব হাইল সমন্বয়ে গঠিত।,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']",9
31509049,তার মৃত্যুর পর তার ভাই মুহাম্মদ আমিন আল-হুসাইনি তার উত্তরসুরি হন।,তার মৃত্যুর পর তার ভাই মুহাম্মদ আমিন আলহুসাইনি তার উত্তরসুরি হন।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C']",9
31716026,"কিন্তু, অন্যদের তাদের ধর্ম পরিবর্তন করার জন্য প্রভাব সৃষ্টি করা নিষিদ্ধ।",কিন্তু অন্যদের তাদের ধর্ম পরিবর্তন করার জন্য প্রভাব সৃষ্টি করা নিষিদ্ধ।,"['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
30996965,"প্রথম দিকে মনে করা হয়েছিল, এই জায়গাটি একটু বেশি দক্ষিণে অবস্থিত।","প্রথম দিকে মনে করা হয়েছিল, এই জায়গাটা একটু বেশি দক্ষিণে অবস্থিত।","['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']",9
31719421,গুরু কেশবচন্দ্র সেনের উৎসাহ ও অনুপ্রেরণায় তিনি ইসলামি সাহিত্য-সাধনায় আত্মনিয়োগ করেন।,গুরু কেশবচন্দ্র সেনের উৎসাহ ও অনুপ্রেরণায় তিনি ইসলামি সাহিত্যসাধনা আত্মনিয়োগ করেন।,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C']",9
31525861,শতক্রা পঁচিশ ভাগ বা তারও বেশি পরিমাণ জমিতে গাছপালা লাগাতে হবে।,শতকরা পঁচিশ ভাগ বা তারও বেশি পরিমাণ জমিতে গাছপালা লাগাতে হবে।,"['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",9
31698923,"জাদুঘরে রয়েছে একটি ছোট গ্রন্থাগার, এবং ভবনের সামনে রয়েছে সবুজ বাগান।",জাদুঘরে রয়েছে একটি ছোট গ্রন্থাগার এবং ভবনের সামনে রয়েছে সবুজ বাগান।,"['C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C']",9
31643186,"দুবাইয়ের প্রধান রাজস্ব আয় হচ্ছে পর্যটন, রিয়েল এস্টেট এবং অর্থনৈতিক সেবা।","দুবাইয়ের প্রধান রাজস্ব আয় হচ্ছে পর্যটন, রিয়েল স্টেট এবং অর্থনৈতিক সেবা।","['C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C']",9
