path,predicted,actual
../input/dlsprint/validation_files/common_voice_bn_31525443.mp3,ভোসপুরি সাধারণত বিহারের পশ্চিমাংশ ও উত্তর প্রদেশর পূর্বাে প্রচলিত,ভোজপুরি সাধারণত বিহারের পশ্চিমাংশ ও উত্তর প্রদেশের পূর্বাংশে প্রচলিত।
../input/dlsprint/validation_files/common_voice_bn_31007325.mp3,মুক্তিযুদ্ধ শুরু হলে ওস্মানী সীমান্ত পাড় হয়ে ভারতে প্রবেশ করেন,মুক্তিযুদ্ধ শুরু হলে ওসমানী সীমান্ত পার হয়ে ভারতে প্রবেশ করেন।
../input/dlsprint/validation_files/common_voice_bn_31007327.mp3,বিমানবন্দরের চার টার্মিনাল রয়েছে একটি আন্তর্জাতিক টার্িনাল দুটি আভ্যন্তরীন টার্মনাল এবং একবাজের আব্যন্তরীন টার্মিনাল,"বিমানবন্দরে চার টার্মিনাল রয়েছে; একটি আন্তর্জাতিক টার্মিনাল, দুটি আভ্যন্তরীণ টার্মিনাল এবং এক বাজেট আভ্যন্তরীণ টার্মিনাল।"
../input/dlsprint/validation_files/common_voice_bn_31007328.mp3,পশ্চিমবঙ্গের বিশিষ্ট রাজনৈতিক ব্যক্তিত্ব বিমান বসু এই মেলার প্রধান সংগঠক,পশ্চিমবঙ্গের বিশিষ্ট রাজনৈতিক ব্যক্তিত্ব বিমান বসু এই মেলার প্রধান সংগঠক।
../input/dlsprint/validation_files/common_voice_bn_31007408.mp3,এ ওয়ার্ডের বর্তমান কাউন্সিলর হলেন মুজিব সারওয়ার মাসুম,এ ওয়ার্ডের বর্তমান কাউন্সিলর হলেন মুজিব সারোয়ার মাসুম।
../input/dlsprint/validation_files/common_voice_bn_30994459.mp3,এপিকিয়ার বাংলাদেশে সর্বপ্রথম বাজেট এয়ার লাইন পরিচালনা পরিকল্পনা করেছে,এপিক এয়ার বাংলাদেশে সর্বপ্রথম বাজেট এয়ারলাইন পরিচালনার পরিকল্পনা করেছে।
../input/dlsprint/validation_files/common_voice_bn_30994461.mp3,হাতের আঙ্গুল কেটে ফেলা হয়েছে তার,হাতের আঙুল কেটে ফেলা হয়েছে তাঁর।
../input/dlsprint/validation_files/common_voice_bn_30994462.mp3,শহর অঞ্চলের মানুষেরা মুহরতের জন্য নিজেদের জীবনকে ইন্টানের দিহিন বাবতে পারে না,শহর অঞ্চলের মানুষেরা মুহূর্তের জন্য নিজেদের জীবনকে ইন্টারনেটবিহীন ভাবতে পারে না।
../input/dlsprint/validation_files/common_voice_bn_30994465.mp3,এগুলোর অংশ,এগুলো র অংশ।
../input/dlsprint/validation_files/common_voice_bn_31643721.mp3,তাতে আছে হালকা হুরুদের ছোয়া ও লালচে আভা,তাতে আছে হালকা হলুদের ছোঁয়া ও লালচে আভা।
../input/dlsprint/validation_files/common_voice_bn_31643724.mp3,ঐ টেস্টে প্রথমবারের মতো পাঁচ উইকেট দখল করেন তিনি,ঐ টেস্টে প্রথমবারের মতো পাঁচ-উইকেট দখল করেন তিনি।
../input/dlsprint/validation_files/common_voice_bn_31643796.mp3,এটি বছরে মাত্র চার মাস নাব্য তথা চাহা চলা চলের জন্য উপযুক্ত থাকে,এটি বছরে মাত্র চার মাস নাব্য তথা জাহাজ চলাচলের জন্য উপযুক্ত থাকে।
../input/dlsprint/validation_files/common_voice_bn_31697637.mp3,মুস্তভা্যগ্যার অভ্র কৌত্রীপ্রক্ষের এই পদক্ষ্েপষে স্বাগত জানান,মোস্তাফা জব্বার অভ্র কর্তৃপক্ষের এই পদক্ষেপকে স্বাগত জানান।
../input/dlsprint/validation_files/common_voice_bn_31698433.mp3,তবে সাগতিক দল ইংরেজ বোলাদের আক্রমণে সামালদিতে আগাতদের কবলে পড়ে,"তবে, স্বাগতিক দল ইংরেজ বোলারদের আক্রমণে সামাল দিতে আঘাতের কবলে পড়ে।"
../input/dlsprint/validation_files/common_voice_bn_30995695.mp3,সেটি হল কার্ট ্রোড,সেটি হল কার্ট রোড।
../input/dlsprint/validation_files/common_voice_bn_30995697.mp3,বাফটা পুরস্কারের ট্রফি হল একটি মুখোষ,বাফটা পুরস্কারের ট্রফি হল একটি মুখোশ।
../input/dlsprint/validation_files/common_voice_bn_30995698.mp3,তিনি ঢাকা বিশ্ববিদ্যালয়ের বাংলা বিভাগের অধ্যাপক ও চেয়ারম্যান ছিলেন,তিনি ঢাকা বিশ্ববিদ্যালয়ের বাংলা বিভাগের অধ্যাপক ও চেয়ারম্যান ছিলেন।
../input/dlsprint/validation_files/common_voice_bn_30995699.mp3,অবসর গ্রহণের পর তিনি সুয়ানসী চলে গেলেন এবং সোয়ানসী বিশ্ববিদ্যালয়ের সম্মানসূচোগ গবেষণা অধ্যাপক হয়েছিলেন,অবসর গ্রহণের পরে তিনি সোয়ানসি চলে গেলেন এবং সোয়ানসি বিশ্ববিদ্যালয়ের সম্মানসূচক গবেষণা অধ্যাপক হয়েছিলেন।
../input/dlsprint/validation_files/common_voice_bn_30995700.mp3,তার পিতা ও নুজ নতুন দিল্লির শ্রীরাম সেন্টার থেকে নির্দেশনাও অভিনয়ে ডিপ্লোমা অর্জন কারী,তাঁর পিতা অনুজ নতুন দিল্লির শ্রীরাম সেন্টার থেকে নির্দেশনা ও অভিনয়ে ডিপ্লোমা অর্জনকারী।
../input/dlsprint/validation_files/common_voice_bn_31539705.mp3,সমগ্র খেলোয়াড়ী জীবনে পাঁচটিমাত্র টেস্টে অংশগ্রহণ করেছেন কেন আর্চার,সমগ্র খেলোয়াড়ী জীবনে পাঁচটিমাত্র টেস্টে অংশগ্রহণ করেছেন কেন আর্চার।
../input/dlsprint/validation_files/common_voice_bn_31539708.mp3,তার বাবা নর্থ কেরোরাইনাতে জন্ম নেনএবং তার মা ইহুদি পরিবারের তবে ধার্মিক ছিলেন না,তাঁর বাবা নর্থ ক্যারোলাইনা তে জন্ম নেন এবং তাঁর মা ইহুদী পরিবারের তবে ধার্মিক ছিলেন না।
../input/dlsprint/validation_files/common_voice_bn_31539709.mp3,কলেজটিতে দুটি হাসপাতাল শিক্ষাকেন্দ্র রয়েছে,কলেজটিতে দুটি হাসপাতাল শিক্ষাকেন্দ্র রয়েছে।
../input/dlsprint/validation_files/common_voice_bn_31540314.mp3,তিন বছর পর তার মাও কলেরায় মারা যান,তিন বছর পর তাঁর মাও কলেরায় মারা যান।
../input/dlsprint/validation_files/common_voice_bn_31564359.mp3,সংখ্ষাপে তিনি শ্রীল পূরভপাত নামে পরিচিত,সংক্ষেপে তিনি শ্রীল প্রভুপাদ নামে পরিচিত।
../input/dlsprint/validation_files/common_voice_bn_31564363.mp3,শিল্প কে,শিল্প কি?
../input/dlsprint/validation_files/common_voice_bn_31564650.mp3,তিনি হরিয়ানা বিধানসভা বিরোধী দলীয় নেতা হিসেবেও দায়িত্ব পালন করেছিলেন,তিনি হরিয়ানা বিধানসভার বিরোধীদলীয় নেতা হিসেবেও দায়িত্ব পালন করেছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31564751.mp3,এছাড়াও তাসমানিয়া দলের কোচের দায়িত্ব ছিলেন,"এছাড়াও, তাসমানিয়া দলের কোচের দায়িত্বে ছিলেন।"
../input/dlsprint/validation_files/common_voice_bn_31564942.mp3,কলেজ ক্যাম্পাসের মধ্যই রয়েছে কলেজের নিদস্ব মসজিদ,কলেজ ক্যাম্পাসের মধ্যেই রয়েছে কলেজের নিজস্ব মসজিদ।
../input/dlsprint/validation_files/common_voice_bn_31586346.mp3,এখানে আমি তার সাথে একমত যে এটি,"এখানে, আমি তার সাথে একমত যে এটি।"
../input/dlsprint/validation_files/common_voice_bn_31586664.mp3,এখানে কাতার প্রথমবারের মতো গাল্ফ কাপ জয়ালাভ করেছে,এখানে কাতার প্রথমবারের মতো গালফ কাপ জয়লাভ করেছে।
../input/dlsprint/validation_files/common_voice_bn_31586807.mp3,এর ফলসরুপ তিন নিজেকে বলিউডের শীর্ষ স্থানীয় অভিনেত্রী হিসেবে প্রতিষ্ঠিত করেছিলেন,এর ফলস্বরূপ তিন নিজেকে বলিউডের শীর্ষস্থানীয় অভিনেত্রী হিসাবে প্রতিষ্ঠিত করেছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31586817.mp3,আইসিসির অন্যতম সহযোগী সদস্য দেশ হিসেবে রয়েছে আয়ারল্যান্ড,আইসিসি’র অন্যতম সহযোগী সদস্য দেশ হিসেবে রয়েছে আয়ারল্যান্ড।
../input/dlsprint/validation_files/common_voice_bn_31510216.mp3,নির্মাণ করেছেন,নির্মাণ করেছেন।
../input/dlsprint/validation_files/common_voice_bn_31511424.mp3,ইংরেজ শাসনামলে প্রথমে থানা প্রশাসন ছিল হেতিমগঞ্জে,ইংরেজ শাসনামলে প্রথমে থানা প্রশাসন ছিল হেতিমগঞ্জে।
../input/dlsprint/validation_files/common_voice_bn_31586864.mp3,তার রচিত উল্লেখযোগ্য গ্রন্থ হচ্ছে,"তার রচিত উল্লেখযোগ্য গ্রন্থ হচ্ছে,"
../input/dlsprint/validation_files/common_voice_bn_31587460.mp3,অনুমোদিত আধার এ সাধারণ তাপমাত্রায় সংরক্ষণ করা চলে,অনুমোদিত আধারে সাধারণ তাপমাত্রায় সংরক্ষণ করা চলে।
../input/dlsprint/validation_files/common_voice_bn_31567514.mp3,এটি গরুচ্চত্রায় অবস্থিত,এটি গড় উচ্চতায় অবস্থিত।
../input/dlsprint/validation_files/common_voice_bn_31567516.mp3,আলমফ্রা একটি বর্মীশদ্ব যার অর্থ বিজয়ী,"আলং-ফ্রা একটি বর্মী শব্দ যার অর্থ ""বিজয়ী""।"
../input/dlsprint/validation_files/common_voice_bn_31567517.mp3,কচুতে আছে তিনি জেরুসালেম নগরী প্রতিষ্ঠা করেন,কথিত আছে তিনিই জেরুসালেম নগরী প্রতিষ্ঠা করেন।
../input/dlsprint/validation_files/common_voice_bn_31567823.mp3,এই শাসন ব্যবস্থা অস্থায়ী,এই শাসনব্যবস্থা অস্থায়ী।
../input/dlsprint/validation_files/common_voice_bn_31548692.mp3,মসজিদটি চাইনিস এবং আরবি স্তাপত্যের আদলে নকশা করা হয়েছেএবং কালো ইর দিয়ে নির্মিত হয়েছে,মসজিদটি চাইনিজ এবং আরবি স্থাপত্যের আদলে নকশা করা হয়েছে এবং কালো ইট দিয়ে নির্মিত হয়েছে।
../input/dlsprint/validation_files/common_voice_bn_31548834.mp3,পূর্বে এর নাম ছিল বাসেইন,পূর্বে এর নাম ছিল বাসেইন।
../input/dlsprint/validation_files/common_voice_bn_31548930.mp3,এজন্য সমাজের প্রতিটি মানুষের প্রর মাধ্যম কীভবে কাজ করেসে সম্পর্কে সচতনতা বা স্বাক্ষরতা থাকা জুড়ি,"এজন্য সমাজের প্রতিটি মানুষের প্রচার মাধ্যম কীভাবে কাজ করে, সে সম্পর্কে সচেতনতা বা সাক্ষরতা থাকা জরুরি।"
../input/dlsprint/validation_files/common_voice_bn_31044935.mp3,এছাড়াও উপনদীয় ছোট ছোট খাল রয়েছে,এছাড়াও উপনদী ও ছোটো ছোটো খাল রয়েছে।
../input/dlsprint/validation_files/common_voice_bn_31044936.mp3,হাই স্কুলে ছিল ক্যাম্প,হাইস্কুলে ছিল ক্যাম্প।
../input/dlsprint/validation_files/common_voice_bn_31044940.mp3,অতঃপর পুনরায় ভিত্তি পেয়ে তিনি ম্যানচেস্টার বিশ্ববিদ্যালয়ে রশায়ন অধ্যয়ন করেন,অতঃপর পুনরায় বৃত্তি পেয়ে তিনি ম্যানচেস্টার বিশ্ববিদ্যালয়ে রসায়ন অধ্যয়ন করেন।
../input/dlsprint/validation_files/common_voice_bn_31044987.mp3,এইভাবে তিনি তার ব্যাংকে রিন পরিষদ করতে এবং মুনাফা অ জন করার জন্য অর্থপর্জন করতে পারেন,"এইভাবে, তিনি তার ব্যাংকের ঋণ পরিশোধ করতে এবং মুনাফা অর্জন করার জন্য অর্থ উপার্জন করতে পারেন।"
../input/dlsprint/validation_files/common_voice_bn_31044988.mp3,এক নারী বৈমায়নিক নিজের ইউনিটের সবাইকে বছা থেকে মৃত্যুবরণ করে,এক নারী বৈমানিক নিজের ইউনিটের সবাইকে বাঁচাতে গিয়ে মৃত্যুবরণ করে।
../input/dlsprint/validation_files/common_voice_bn_31569609.mp3,হিন্দু দর্শন বলতে বোঝায় প্রাচীন ভারতে উদ্ভূৎ একগুৎ্ছ দর্শনের একটি সমষ্টি,হিন্দু দর্শন বলতে বোঝায় প্রাচীন ভারতে উদ্ভূত একগুচ্ছ দর্শনের একটি সমষ্টি।
../input/dlsprint/validation_files/common_voice_bn_31569614.mp3,এছাড়াও প্রকাশিত হওয়ার দুইসব তাহের মধ্যে অ্যালবামটি যুক্তরাজ্যে গোল সম্মান লাভ করে,"এছাড়াও, প্রকাশিত হওয়ার দুই সপ্তাহের মধ্যেই অ্যালবামটি যুক্তরাজ্যে গোল্ড সম্মান লাভ করে।"
../input/dlsprint/validation_files/common_voice_bn_31569615.mp3,নিউট্রিণ অর্থ হচ্ছে ক্ষুদ্র নিরপেক্ষ কণা,নিউট্রিনো অর্থ হচ্ছে 'ক্ষুদ্র নিরপেক্ষ কণা'।
../input/dlsprint/validation_files/common_voice_bn_31577024.mp3,তিনি নয়বার বাফটা পুরস্কার লাভ করেন,তিনি নয়বার বাফটা পুরস্কার লাভ করেন।
../input/dlsprint/validation_files/common_voice_bn_31577467.mp3,তিনি একজন ডানহাতি ব্যাটসম্যান এবং ডানহাতি মিডিয়াম ফাস্ট বোলার হিসেবে ভূমিকার তিলয় একজন বোলার হিসেবে তিনি পরিচিত,তিনি একজন ডান-হাতি ব্যাটসম্যান এবং ডান-হাতি মিডিয়াম ফাস্ট বোলার হিসেবে ভূমিকা রাখলেও একজন বোলার হিসেবে তিনি পরিচিত।
../input/dlsprint/validation_files/common_voice_bn_31511016.mp3,যে কোন অনুষ্ঠান একই সাথে বিশ্বের প্রতিটি মানুষ পত্যক্ষ করতে পারে টেলিভিশনের পর দায়,যেকোনো অনুষ্ঠান একই সাথে বিশ্বের প্রতিটি মানুষ প্রত্যক্ষ করতে পারে টেলিভিশনের পর্দায়।
../input/dlsprint/validation_files/common_voice_bn_31511024.mp3,তিনি বাংলাদেশের জাতীয়দাবাদী দলের স্থায়ী কমিটির সদস্য ছিলেন,তিনি বাংলাদেশ জাতীয়তাবাদী দলের স্থায়ী কমিটির সদস্য ছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31512228.mp3,গানটি জীবন হল সিগেরেটের সাইঅ্যালবামি অন্তর্ভুক্ত হওয়ার পার পরে জনপ্রিয়তা লাভ করে,"গানটি ""জীবন হলো সিগারেটের ছাই"" অ্যালবামে অন্তর্ভুক্ত হওয়ার পরপরই জনপ্রিয়তা লাভ করে।"
../input/dlsprint/validation_files/common_voice_bn_31512239.mp3,তারপর তিনি দারুল উলুম দেওবন্দে ভর্তি হয়েছিলেন,তারপরে তিনি দারুল উলূম দেওবন্দে ভর্তি হয়েছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31512252.mp3,সেদিন মধ্যরাতে মুক্তিযোদ্ধারা রাজ নগর থেকে বিলোনিয়ায় অনুপ্রবেশ করেন,সেদিন মধ্যরাতে মুক্তিযোদ্ধারা রাজনগর থেকে বিলোনিয়ায় অনুপ্রবেশ করেন।
../input/dlsprint/validation_files/common_voice_bn_31578327.mp3,প্রতিষ্ঠানের অধ্যক্ষ জনাব্মোহাম্মদ আবুনয়ইম আজাদ,প্রতিষ্ঠানের অধ্যক্ষ জনাব মুহাম্মদ আবু নঈম আজাদ।
../input/dlsprint/validation_files/common_voice_bn_31578329.mp3,তৎকালে নিষিদ্ধ দেশের সাথে সম্পৃক্ততার কারণে গায়ানা কত্রৃপক্ষ তাকে নজরে রাখে,তৎকালীন নিষিদ্ধ দেশের সাথে সম্পৃক্ততার কারণে গায়ানা কর্তৃপক্ষ তাকে নজরে রাখে।
../input/dlsprint/validation_files/common_voice_bn_31578543.mp3,ফলে ভারত প্রকৃত পক্ষে পাকিস্তানের অপর এক ধরনে নৌ অভরধ আরব করতে সক্ষম হয়েছিল,ফলে ভারত প্রকৃতপক্ষে পাকিস্তানের ওপর এক ধরনের নৌ অবরোধ আরোপ করতে সক্ষম হয়েছিল।
../input/dlsprint/validation_files/common_voice_bn_31579107.mp3,এ প্রসঙ্গে বিকেল মন্তব্য করেছেন যে ঐ সময়ে তার বোলিং ব্যাপকভাবে ক্ষতিগ্রস্থ হয়েছিল,"এ প্রসঙ্গে বিকেল মন্তব্য করেছেন যে, ঐ সময়ে তার বোলিং ব্যাপকভাবে ক্ষতিগ্রস্ত হয়েছিল।"
../input/dlsprint/validation_files/common_voice_bn_31579114.mp3,পশ্চিমের দেওয়ালে দুটি শিবের ছবিে আছে,পশ্চিমের দেওয়ালে দুটি শিবের ছবি আছে।
../input/dlsprint/validation_files/common_voice_bn_31665486.mp3,তবে গ্রহণযোগ্য মথ হলো এমন ব্যক্তি সাহবিদের দল ভুক্ত হবেন না,"তবে গ্রহণযোগ্য মত হলো, এমন ব্যক্তি সাহাবীদের দলভুক্ত হবেন না।"
../input/dlsprint/validation_files/common_voice_bn_31665761.mp3,হাওড়া জেলা হুগলি নদীর পশ্চিমে অবস্থিত,হাওড়া জেলা হুগলি নদীর পশ্চিমে অবস্থিত।
../input/dlsprint/validation_files/common_voice_bn_31665767.mp3,একই আবেগের সঙ্গে নৃত্য নিয়ে কিছু করতে তিনি দিল্লিতে চলে আসেন,"একই আবেগের সঙ্গে, নৃত্য নিয়ে কিছু করতে, তিনি দিল্লিতে চলে আসেন।"
../input/dlsprint/validation_files/common_voice_bn_31665777.mp3,এছাড়া তিনি গোটাকর্মজীবন জুড়েই অনেকগুলোই ছবি পরিচালনা করেন,এছাড়া তিনি গোটা কর্মজীবন জুড়েই অনেকগুলি ছবি পরিচালনা করেন।
../input/dlsprint/validation_files/common_voice_bn_31521765.mp3,এই প্রজাতির ফল ছোট এবং খাওয়ার অনুপযুক্ত,এ প্রজাতির ফল ছোট এবং খাওয়ার অনুপযুক্ত।
../input/dlsprint/validation_files/common_voice_bn_31526965.mp3,রাজাপুর গ্রাম একটি সম্পূর্ণ হিন্দু অধ্যষিত গ্রাম,রাজাপুর গ্রাম একটি সম্পূর্ণ হিন্দু অধ্যুষিত গ্রাম।
../input/dlsprint/validation_files/common_voice_bn_31531788.mp3,প্রকৃতপক্ষে জোহানটার পাথর ব্যবসায়ী ছিলেন,প্রকৃতপক্ষে জো হান্টার পাথর ব্যবসায়ী ছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31573681.mp3,এর কিছু নিয়মিত পশ্রনীর অন্যতম হল মেলবোর্ণ আন্তর্জাতিক ফুল ও বাগান মেলা,এর কিছু নিয়মিত প্রদর্শনীর অন্যতম হল মেলবোর্ন আন্তর্জাতিক ফুল ও বাগান মেলা।
../input/dlsprint/validation_files/common_voice_bn_31573781.mp3,দেশের কাজে নেতাজি সুবাজচন্দ্র বসুর সাথে তার ঘনিষ্ঠ যোগাযোগ ছিল,দেশের কাজে নেতাজী সুভাষচন্দ্র বসুর সাথে তার ঘনিষ্ঠ যোগাযোগ ছিল।
../input/dlsprint/validation_files/common_voice_bn_31573784.mp3,এটি পৃথিবীর ক্ষুদ্রতম স্বাধীন রাষ্ট্রগুলোর মধ্যে একটি,এটি পৃথিবীর ক্ষুদ্রতম স্বাধীন রাষ্ট্রগুলির মধ্যে একটি।
../input/dlsprint/validation_files/common_voice_bn_31591149.mp3,তিনি যেখানেই যান সায়া অনুসারণ করেন,"তিনি যেখানেই যান, ছায়া অনুসরণ করে।"
../input/dlsprint/validation_files/common_voice_bn_31591322.mp3,তার পিতামহ ছিলেন হাকিন হাবিবুর রহমান,তার পিতামহ ছিলেন হাকিম হাবিবুর রহমান।
../input/dlsprint/validation_files/common_voice_bn_31606229.mp3,এটি বাংলাদেশের নোয়াখালী অঞ্চলের মানুষের প্রধান কথ্থভাষা,এটি বাংলাদেশের নোয়াখালী অঞ্চলের মানুষের প্রধান কথ্য ভাষা।
../input/dlsprint/validation_files/common_voice_bn_31606372.mp3,শুরুতে ডানহাতি ফাস্ট মিডিয়াম বোলার রূপে খেলেন,শুরুতে ডানহাতি ফাস্ট-মিডিয়াম বোলাররূপে খেলেন।
../input/dlsprint/validation_files/common_voice_bn_31606373.mp3,তাসত্বেও তিনি বেশ বোলিং করেছিলেন,তাসত্ত্বেও তিনি বেশ বোলিং করেছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31606436.mp3,আয়তন এবং উৎপাদন উভয়ের ভিপিতে এই অঞ্চলটিতে পৃথিবীর সর্ববৃহৎ তিনটি চাবাগান অবস্থিত,"আয়তন এবং উৎপাদন উভয়ের ভিত্তিতে, এই অঞ্চলটিতে পৃথিবীর সর্ব বৃহৎ তিনটি চা বাগান অবস্থিত।"
../input/dlsprint/validation_files/common_voice_bn_31606518.mp3,এদের মধ্যে যৌথ পরিবারে থাকার প্রভনতা বেশি,এদের মধ্যে যৌথ পরিবারে থাকার প্রবণতা বেশি।
../input/dlsprint/validation_files/common_voice_bn_31528885.mp3,প্রশাসন এবং সমাজ বিমূর্থ এবং সামাজিক বিজ্ঞান উধভিতি সূচকে সূচিত করা হয়েছে,প্রশাসন এবং সমাজ বিমূর্ত এবং সামাজিক বিজ্ঞান উদ্ধৃতি সূচকে সূচিত করা হয়েছে।
../input/dlsprint/validation_files/common_voice_bn_31528896.mp3,সুভিনেত যুগের আগে এটি হিব্রু লিপিতে লেখা হত,সোভিয়েত যুগের আগে এটি হিব্রু লিপিতে লেখা হতো।
../input/dlsprint/validation_files/common_voice_bn_31529205.mp3,কাঠের প্রমাণের একটি বীজগুণীত ফাক ছিল,কাঠের প্রমাণের একটি বীজগণিত ফাঁক ছিল।
../input/dlsprint/validation_files/common_voice_bn_31530920.mp3,তিনি তার স্বামী সে এখ মজিবোর রহমানের চাচত বোন ছিলেন,তিনি তার স্বামী শেখ মুজিবুর রহমানের চাচাতো বোন ছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31531343.mp3,এই সম্মেলনে সংসদ নির্বাচনে সংস্কার বাদি প্রার্থীদের সাফল্যের পর ইরানের রাজনীতির ্ভবিষদ নিয়ে আলোচনা করা হয়েছিল,এই সম্মেলনে সংসদ নির্বাচনে সংস্কারবাদী প্রার্থীদের সাফল্যের পর ইরানের রাজনীতির ভবিষ্যৎ নিয়ে আলোচনা করা হয়েছিল।
../input/dlsprint/validation_files/common_voice_bn_31542213.mp3,বিপ্লবী সংগঠনের সাথে যোগাযোগ আছে এই সন্দেহে পুলিশ শরিপোর্টের ফলে প্রেসিডেন্সি কলেজ এম এসসিতে ভর্তি হতে পারেননি,বিপ্লবী সংগঠনের সাথে যোগাযোগ আছে এই সন্দেহে পুলিশ রিপোর্টের ফলে প্রেসিডেন্সী কলেজে এম এসসি তে ভর্তি হতে পারেননি।
../input/dlsprint/validation_files/common_voice_bn_31542219.mp3,একাত্তরের ঘাতক দালাল নির্মূল কমিটির তিনি একজন প্রতিষ্ঠাতা ও সক্টিয় সদস্য,একাত্তরের ঘাতক দালাল নির্মূল কমিটির তিনি একজন প্রতিষ্ঠাতা ও সক্রিয় সদস্য।
../input/dlsprint/validation_files/common_voice_bn_31542750.mp3,মেয়র থাকাকালীন তিনি বরিশাল শহরের অনেক উন্নয়ন সাধুনক করেন,মেয়র থাকাকালীন তিনি বরিশাল শহরের অনেক উন্নয়ন সাধন করেন।
../input/dlsprint/validation_files/common_voice_bn_31542844.mp3,ফুলগুলো সাধারণত হয়ে থাকে,ফুলগুলো সাধারণত হয়ে থাকে।
../input/dlsprint/validation_files/common_voice_bn_31018058.mp3,ফুরিশ্বা প্রদেশে বাংলার করতৃত্ব পূর্ণ প্রতিষ্ঠিত করে নবাব মুসিদাবাদে প্রত্যাবর্তন করেন,উড়িষ্যা প্রদেশে বাংলার কর্তৃত্ব পুন:প্রতিষ্ঠিত করে নবাব মুর্শিদাবাদে প্রত্যাবর্তন করেন।
../input/dlsprint/validation_files/common_voice_bn_31018065.mp3,এর চারটি উপপ্রজাতির সন্ধান পাওয়া গেছে,এর চারটি উপপ্রজাতির সন্ধান পাওয়া গেছে।
../input/dlsprint/validation_files/common_voice_bn_31018286.mp3,বাংলাদেশের সবচেয়ে ছোট আকৃতির প্রাখি বলে খ্যাত,বাংলাদেশের সবচেয়ে ছোট আকৃতির পাখি বলে খ্যাত।
../input/dlsprint/validation_files/common_voice_bn_31018288.mp3,পরবর্তীতে বাংলাদেশ সরকারী প্রস্তাবটি অনুমোদন করে,পরবর্তীতে বাংলাদেশ সরকার ওই প্রস্তাবটি অনুমোদন করে।
../input/dlsprint/validation_files/common_voice_bn_31018289.mp3,বিশ্বের অনেক আধুনিক ভাষা নতুন নতুন শদ্ব প্রণয়নের জন্য তাদের নিকটবর্তী ধ্রুপতি ভাষাগুলো থেকে রিণ গ্রহণ করে থাকে,বিশ্বের অনেক আধুনিক ভাষা নতুন নতুন শব্দ প্রণয়নের জন্য তাদের নিকটবর্তী ধ্রুপদী ভাষাগুলি থেকে ঋণ গ্রহণ করে থাকে।
../input/dlsprint/validation_files/common_voice_bn_31509053.mp3,খাইবার প্রাথ্থম্গোয়া বিধানসভার সদস্য থারার কালীন তিনি জনসংখ্যাকললযাইন বিষয়ে খাইবার প্রাথ্থনকোয়া বিধানসবা স্থায়ী কমিটির সভাপতিি দায়িত্ব পালন করেছিলেন,খাইবার পাখতুনখোয়া বিধানসভার সদস্য থাকাকালীন তিনি জনসংখ্যা কল্যাণ বিষয়ক খাইবার পাখতুনখোয়া বিধানসভা স্থায়ী কমিটির সভাপতির দায়িত্ব পালন করেছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31509458.mp3,বর্তমানে এদের প্রধান উৎস বর্তমানে চীন,বর্তমানে এদের প্রধান উৎস বর্তমানে চীন।
../input/dlsprint/validation_files/common_voice_bn_31509489.mp3,তার পিতা নরুল ইসলাম খান ছিলেন রাজনীতিবীদ ও আইনজীবী,তার পিতা নুরুল ইসলাম খান ছিলেন রাজনীতিবিদ ও আইনজীবী।
../input/dlsprint/validation_files/common_voice_bn_31516219.mp3,বিভিন্ন ধরনে জানবহন সন্ধানী যন্ত্র রয়েছে,বিভিন্ন ধরনের যানবাহন সন্ধানী যন্ত্র রয়েছে।
../input/dlsprint/validation_files/common_voice_bn_31516563.mp3,তিনি বর্তমানে খুলনা জেলা পরিষদের চেয়ারম্যান ও খুলনা জেলা আওয়ামী লীগের সভাপতি,তিনি বর্তমানে খুলনা জেলা পরিষদের চেয়ারম্যান ও খুলনা জেলা আওয়ামী লীগের সভাপতি।
../input/dlsprint/validation_files/common_voice_bn_31516629.mp3,সকল উন্নত প্রাণীদের জন্য অক্সিজেনের প্রয়োজন,সকল উন্নত প্রাণীদের র জন্য অক্সিজেনের প্রয়োজন।
../input/dlsprint/validation_files/common_voice_bn_31509817.mp3,বাস্পেই দিল্লির একটি মেয়ক বিয়ে করেনকিন্তু তার কর্মজীবনের সংগ্রামের দিনগুলোতে তাদের বিবাহ বিচ্ছেদ ঘটে,"বাজপেয়ী দিল্লির একটি মেয়েকে বিয়ে করেন, কিন্তু তার কর্মজীবনের সংগ্রামের দিনগুলোতে তাদের বিবাহবিচ্ছেদ ঘটে।"
../input/dlsprint/validation_files/common_voice_bn_31509819.mp3,জনপ্রিয়তার স্বীকৃতি সড়প এই গানের প্রথম কলি বাংলা প্রবন্দে ব্যবহারের উদাহরণ রয়েছে,জনপ্রিয়তার স্বীকৃতি স্বরূপ এই গানের প্রথম কলি বাংলা প্রবন্ধে ব্যবহারের উদাহরণ রয়েছে।
